XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551)
290,346,446,2,46,402,420,473,410,19,41,123,20,92,271,152,176,463,65,446
31,368,195,120,398,101,36,17,235,455,394,400,355,71,139,51,340,295,382,89
309,300,441,141,67,371,441,449,400,55,81,106,121,127,381,191,194,450,87,356
289,347,387,3,45,403,381,405,410,21,42,122,19,92,270,153,175,464,64,445
357,100,129,503,317,220,471,441,351,337,317,155,72,250,211,105,118,227,520,285
309,301,441,141,67,370,441,449,400,55,81,106,120,126,380,191,193,449,87,356
301,275,377,46,29,333,392,381,381,83,95,87,32,185,382,133,229,432,35,409
4,250,179,71,392,235,133,162,270,360,362,380,396,336,176,45,361,320,373,329
262,349,376,17,26,334,375,375,396,68,93,160,36,149,232,147,241,417,52,424
338,280,401,50,5,350,397,412,383,96,19,96,22,173,376,136,157,421,42,413
337,294,429,59,49,401,418,471,415,30,33,117,79,137,266,195,167,458,95,383
355,101,250,499,318,222,471,209,350,336,305,156,74,251,21,353,114,228,521,282
5,251,179,72,389,234,132,163,281,361,361,379,397,338,177,47,360,322,370,330
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
362,256,514,500,313,456,462,397,345,261,308,150,73,253,18,352,32,37,15,282
332,272,396,49,13,340,402,415,371,97,1,98,23,139,375,126,158,425,41,381
306,302,437,32,66,365,448,459,428,51,84,112,118,129,238,190,196,445,91,361
256,354,372,18,16,339,373,377,387,75,101,166,27,152,227,131,238,415,59,422
327,317,409,30,72,376,443,452,423,46,76,140,109,118,240,183,200,452,85,363
324,269,369,38,41,327,407,385,378,65,98,137,43,178,364,150,254,411,37,400
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
363,255,514,498,314,454,463,399,348,260,307,152,69,253,19,355,34,34,518,283
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
80,198,512,366,473,146,68,87,0,289,452,350,294,480,48,399,25,203,195,122
356,257,515,506,85,223,467,440,342,263,316,150,67,254,341,348,119,226,14,281
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
38,342,455,98,81,115,478,434,218,444,56,363,361,78,200,72,226,323,26,340
353,98,249,504,315,219,471,442,352,333,318,154,71,250,212,106,116,223,517,284
340,290,431,57,4,396,398,414,413,32,36,115,102,135,272,194,180,453,97,384
274,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
268,353,370,14,25,337,370,376,394,74,94,168,30,151,225,138,239,414,50,421
262,349,376,17,26,334,375,375,396,68,93,160,36,149,232,147,241,417,52,424
42,204,312,303,462,61,24,39,44,296,454,355,264,487,100,395,402,133,204,104
256,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
27,215,198,115,401,98,37,16,208,452,387,398,350,72,146,52,336,290,381,90
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
332,274,396,49,13,341,402,415,371,98,1,98,24,174,375,127,159,423,41,405
38,327,455,98,81,115,478,434,218,444,56,363,362,78,200,72,226,323,26,340
336,289,395,58,11,400,400,417,416,31,34,116,81,138,268,196,177,460,94,380
78,144,269,373,420,533,75,70,24,506,494,309,287,459,52,430,468,192,433,124
270,332,388,25,18,343,382,411,386,94,3,164,84,96,222,132,148,424,60,447
302,264,384,44,28,323,395,380,375,85,105,101,28,182,377,129,231,429,28,408
287,331,386,4,17,406,422,408,412,25,43,124,85,95,223,158,174,466,68,442
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
281,356,448,13,57,359,365,467,405,39,87,173,114,133,246,176,212,436,90,433
281,356,448,13,57,359,365,467,405,39,87,173,114,133,245,176,212,436,90,433
270,332,388,25,18,343,382,411,386,94,3,164,25,94,222,132,148,424,60,447
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
86,208,217,309,404,53,32,29,87,475,412,415,331,354,127,380,333,164,355,6
339,280,401,50,5,350,399,413,383,96,18,97,21,172,376,135,156,421,42,412
353,98,249,504,315,219,471,442,352,333,318,154,71,250,212,106,116,223,517,284
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
338,280,401,50,5,350,399,412,383,96,18,96,21,172,376,135,156,421,42,412
335,288,394,53,48,353,413,423,418,28,38,119,80,112,274,185,164,459,62,379
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
307,303,436,43,64,367,449,457,429,52,83,110,122,128,379,188,195,446,93,391
286,348,393,22,54,394,384,404,409,15,45,177,4,89,221,155,169,462,67,438
225,96,252,493,337,217,172,156,283,335,310,453,52,538,15,305,111,222,511,170
327,317,410,29,73,376,443,453,424,46,75,140,109,118,240,183,200,452,85,363
341,293,430,56,42,395,415,470,414,33,35,114,104,136,273,193,181,454,96,382
338,280,401,50,5,350,399,412,383,96,18,96,21,172,376,135,156,421,42,412
9,246,175,66,379,111,131,150,224,357,374,377,381,348,180,42,369,318,376,325
300,275,377,46,29,333,392,381,381,83,95,87,32,185,382,134,229,432,36,409
290,346,446,2,46,402,420,473,410,19,41,123,18,92,271,152,176,463,65,446
136,228,169,89,357,132,111,135,260,456,334,425,370,328,151,25,354,336,399,38
341,293,430,56,42,395,415,470,414,33,35,114,104,136,273,193,181,454,96,382
136,228,169,89,357,132,111,135,260,456,334,425,370,328,151,25,354,336,399,38
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
262,349,376,17,26,334,375,375,396,68,93,160,36,149,232,147,241,417,52,424
325,318,411,31,70,377,439,451,421,45,72,132,108,114,360,180,203,448,86,393
338,280,401,50,5,350,397,412,383,96,19,96,22,173,376,136,157,421,42,413
30,367,194,121,397,102,36,18,236,455,395,401,356,71,138,50,339,295,382,88
366,102,130,495,363,215,456,154,285,338,313,367,51,540,210,104,113,220,513,168
28,365,196,122,399,106,36,21,234,455,390,403,357,71,141,48,341,296,382,83
84,335,220,307,402,49,34,33,77,471,417,405,328,81,130,384,381,160,380,0
84,335,220,307,402,49,34,33,77,471,417,405,328,81,130,384,381,160,380,0
302,264,384,44,27,323,395,379,375,86,105,101,28,183,377,128,232,429,29,408
20,217,199,316,407,87,40,14,212,427,383,390,347,366,135,9,348,293,359,78
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
339,280,401,50,5,350,399,413,383,96,18,97,21,172,376,135,156,421,42,412
341,293,430,56,42,395,415,470,414,33,35,114,104,136,273,193,181,454,96,382
101,168,287,359,467,150,81,113,74,280,436,302,299,431,119,363,448,185,192,61
304,298,439,142,68,369,442,460,402,54,82,108,115,131,241,192,191,451,88,358
359,262,514,502,311,455,460,398,347,266,61,152,212,245,343,351,33,36,13,279
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
281,356,448,13,57,359,365,467,405,39,87,173,114,133,245,176,212,436,90,433
344,295,423,60,7,398,416,474,420,26,39,121,100,110,279,187,165,455,45,386
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
4,250,179,71,392,235,133,162,269,360,362,380,396,336,176,45,361,320,373,329
2,241,177,80,385,239,137,147,275,354,366,382,393,343,172,33,391,305,522,316
337,294,429,59,49,401,418,471,415,30,33,117,79,137,267,195,167,458,95,383
296,266,349,41,36,320,409,388,374,62,104,105,45,181,368,149,252,407,39,398
36,328,452,102,79,225,474,436,220,450,59,361,63,77,199,69,219,324,21,338
332,272,396,49,13,340,402,415,371,97,1,98,23,175,375,126,158,423,41,405
225,96,252,493,337,217,172,156,283,335,310,453,52,538,15,305,111,222,511,170
305,298,439,143,68,369,442,460,402,53,82,109,116,132,241,192,192,451,88,358
281,356,448,13,57,359,365,467,405,39,87,173,114,133,245,176,212,436,90,433
2,241,177,80,383,239,137,147,275,442,366,382,393,343,172,33,391,306,522,316
272,329,390,24,20,344,386,402,393,72,2,161,7,101,218,139,147,418,61,436
360,259,515,508,89,458,464,393,343,265,66,151,65,246,340,349,31,404,12,279
19,216,200,315,407,86,40,15,213,428,383,391,346,365,134,8,349,294,361,79
305,298,439,143,68,369,442,460,402,53,82,109,116,132,241,192,192,451,88,358
137,228,168,88,357,131,112,136,260,456,333,426,369,329,152,26,355,335,348,37
340,290,431,57,4,396,398,414,413,32,36,115,102,135,272,194,180,453,97,384
302,264,385,44,27,323,395,380,376,85,105,101,28,182,378,129,231,429,28,408
258,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
289,347,387,3,45,403,381,405,410,18,42,122,19,92,270,153,175,464,64,445
338,280,401,50,5,350,397,412,383,96,19,96,22,173,376,136,157,421,42,413
305,298,439,143,68,369,442,460,402,53,82,109,116,132,241,192,192,451,88,358
80,198,512,366,473,147,68,87,0,289,451,350,294,480,48,399,25,203,195,122
302,264,385,44,27,323,395,379,376,86,105,100,28,182,377,128,231,428,28,407
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
137,228,168,88,357,131,112,136,260,456,333,426,369,329,152,26,355,335,348,37
123,224,145,113,343,125,117,126,259,470,339,410,359,87,157,77,374,345,397,17
27,215,198,115,401,98,37,16,209,452,386,398,350,72,146,53,336,290,381,90
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
309,300,441,141,67,371,441,449,400,55,81,106,121,127,381,191,194,450,87,356
37,325,451,103,82,114,475,435,255,448,58,362,64,76,198,70,188,326,20,337
120,226,150,114,343,120,119,125,259,468,343,414,360,88,155,68,375,341,402,16
84,335,220,307,402,49,34,33,79,471,417,405,328,81,130,384,381,160,380,0
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
353,98,249,504,315,219,471,442,352,333,318,154,71,250,212,106,116,223,517,284
306,302,437,32,66,365,448,459,428,51,84,112,118,129,236,190,196,445,91,361
105,173,271,329,426,167,95,99,64,483,432,322,306,439,111,372,434,176,459,41
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
323,270,368,40,39,328,406,384,377,66,100,138,41,177,358,151,253,412,38,401
89,210,215,312,406,51,29,32,84,476,409,417,329,352,129,383,380,165,356,3
325,318,412,28,70,377,440,451,421,45,72,133,108,115,360,180,205,448,86,393
228,94,245,263,336,426,170,210,171,174,315,452,417,536,16,306,121,114,268,172
340,290,431,57,4,396,398,414,413,32,36,115,103,135,272,194,180,453,97,384
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
309,301,441,141,67,370,441,449,400,55,81,106,120,126,380,191,194,449,87,356
136,228,169,89,357,132,111,135,260,456,334,425,370,328,151,25,354,336,399,38
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
340,290,431,57,4,396,398,414,413,32,36,115,102,135,272,194,180,453,97,384
224,97,251,494,338,216,171,155,282,339,312,454,52,541,14,303,110,219,512,169
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
258,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
303,265,385,44,27,322,395,380,376,85,105,101,28,183,378,129,232,429,29,408
258,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
89,210,215,312,406,51,29,32,84,476,409,417,329,352,129,383,380,165,356,3
340,290,431,57,4,396,398,414,413,32,36,115,103,135,272,194,180,453,97,384
341,293,430,56,42,395,415,470,414,33,35,114,104,136,273,193,181,454,96,382
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
355,101,250,499,318,222,471,209,350,336,305,156,74,251,21,353,114,228,521,282
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
492,443,510,216,194,453,308,335,179,258,198,213,213,220,504,334,37,32,248,244
2,241,177,80,383,239,137,147,275,442,366,382,393,343,172,33,391,306,522,316
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
5,251,179,72,389,234,132,163,281,361,361,379,397,338,177,47,360,322,370,330
229,93,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
275,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
309,301,441,141,67,370,441,449,400,55,81,106,120,126,380,191,194,449,87,356
304,298,439,142,68,369,442,460,402,54,82,108,115,131,241,192,191,451,88,358
300,275,377,46,29,333,392,381,381,83,95,87,31,185,382,134,230,432,36,409
229,93,510,223,308,453,306,335,178,259,309,450,214,521,504,333,36,33,245,242
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
136,228,169,89,357,132,111,135,260,456,334,425,370,328,151,25,354,336,399,38
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
340,290,431,57,4,396,398,414,413,32,36,115,103,135,272,194,180,453,97,384
358,261,515,501,312,459,461,396,346,266,64,151,211,245,339,350,30,38,12,279
341,293,430,56,42,395,415,470,414,33,35,114,101,136,273,193,181,454,96,382
224,97,251,494,338,216,171,155,282,339,312,454,51,541,14,303,110,219,512,169
327,317,410,29,73,376,443,453,424,46,75,140,109,118,240,183,200,452,85,363
84,335,220,307,402,49,34,33,79,471,417,405,328,81,130,384,335,160,357,1
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
363,255,514,498,314,454,463,399,348,260,307,152,69,253,19,355,34,34,518,283
40,467,155,105,78,119,473,437,216,451,60,365,59,79,192,67,396,327,23,339
332,274,396,49,13,341,402,415,371,98,1,98,24,139,375,127,159,425,41,405
258,354,372,18,16,338,372,378,387,76,101,167,26,153,228,130,237,415,58,422
361,260,515,509,86,457,465,394,344,264,65,152,66,247,343,346,35,35,13,279
36,341,452,102,79,227,474,436,258,450,59,361,63,77,199,69,219,324,21,338
304,298,439,142,68,369,442,460,402,54,82,108,115,131,241,192,191,451,88,358
124,223,145,112,343,125,117,127,76,470,340,411,359,86,156,78,373,346,396,18
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
45,193,294,298,444,72,16,51,26,308,474,331,258,471,76,411,411,154,420,95
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
275,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
260,350,374,19,19,336,374,373,392,71,102,158,35,148,231,145,243,413,55,435
140,231,166,85,354,128,108,138,260,457,350,434,367,331,166,19,353,350,351,36
268,353,370,14,25,337,370,376,394,74,94,168,30,151,225,138,239,414,50,421
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
309,300,441,141,67,371,441,449,400,55,81,106,121,127,381,191,194,450,87,356
325,318,411,31,70,377,439,451,421,45,72,132,108,114,360,180,203,448,86,393
262,349,376,17,26,334,375,375,396,68,93,160,36,149,232,147,241,417,52,424
84,335,220,307,402,49,34,33,77,471,417,405,328,81,130,384,335,160,357,1
228,94,245,263,336,426,170,210,171,174,315,452,417,536,16,306,121,114,268,172
118,160,278,331,424,164,92,95,56,275,426,320,315,451,103,373,440,167,449,43
339,280,401,50,5,350,399,413,383,96,18,97,21,172,376,135,156,421,42,412
340,290,431,57,4,396,398,414,413,32,36,115,102,135,272,194,180,453,97,384
332,274,396,49,13,341,402,415,371,98,1,98,24,139,375,127,159,423,41,405
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
290,346,446,2,46,402,420,473,410,20,41,123,20,92,271,152,176,463,65,446
341,293,430,56,42,395,415,470,414,33,35,114,101,136,273,193,181,454,96,382
6,253,182,77,367,107,123,166,268,346,368,370,391,341,184,39,362,309,367,323
301,275,377,46,29,333,392,381,381,83,95,87,32,185,382,133,229,432,35,409
309,300,441,141,67,371,441,449,400,55,81,106,121,127,381,191,194,450,87,356
36,328,452,102,79,226,474,436,257,450,59,361,63,77,199,69,219,324,21,338
229,93,510,223,308,453,306,335,178,259,309,450,214,521,504,333,36,33,245,242
354,258,514,507,84,224,466,439,341,262,319,152,68,254,342,347,117,225,16,280
343,279,398,51,10,349,404,421,379,61,17,95,1,176,277,142,152,422,47,404
79,143,268,371,282,534,58,72,25,501,297,308,277,460,51,420,467,214,432,129
357,100,129,503,317,220,471,441,351,337,317,155,72,250,211,105,118,227,520,285
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
301,275,377,46,29,333,392,381,381,83,95,87,32,185,382,133,229,432,35,409
259,359,450,1,62,357,368,462,407,77,91,181,123,124,252,172,209,440,57,429
42,204,312,303,462,61,24,39,44,296,454,355,264,487,100,395,402,133,204,104
275,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
83,195,284,372,475,536,69,85,4,293,458,347,293,477,41,398,26,207,197,119
353,98,249,504,315,219,471,442,352,333,318,154,71,250,212,106,116,223,517,284
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
366,102,130,495,363,215,456,154,285,338,313,367,51,540,210,104,113,220,513,168
492,443,510,216,194,453,308,335,179,258,63,213,213,220,504,334,37,32,245,244
136,228,169,89,357,132,111,135,260,456,334,425,370,328,151,25,354,336,399,38
304,298,439,142,68,369,442,460,402,54,82,108,115,131,242,192,191,451,88,358
288,343,445,5,50,407,421,407,412,24,44,125,83,102,224,159,172,465,69,441
44,207,311,306,462,67,22,34,50,298,456,352,268,484,92,389,405,137,202,107
258,354,372,18,16,338,372,378,387,76,101,167,26,153,228,130,237,415,58,422
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
302,264,385,44,28,323,395,380,376,85,105,101,28,182,377,128,231,429,28,408
281,356,448,13,57,359,365,467,405,39,87,173,114,133,246,176,212,436,90,433
302,264,384,44,28,323,396,379,375,86,105,100,29,182,377,128,232,429,28,407
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
275,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
306,302,437,32,66,365,448,459,428,51,84,112,118,129,236,190,196,445,91,361
301,275,377,46,29,333,392,381,381,83,95,87,32,185,382,133,229,432,35,409
332,272,396,49,13,340,402,415,371,97,1,98,23,175,375,126,158,425,41,405
298,319,407,36,76,319,452,454,425,48,71,134,111,113,370,182,197,441,73,397
309,300,441,141,67,371,441,449,400,55,81,106,121,127,381,191,194,450,87,356
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
280,357,427,8,60,360,367,464,388,35,79,179,39,123,244,178,207,437,76,426
308,303,436,43,64,367,449,456,429,52,85,111,122,128,379,189,195,446,93,392
2,241,177,80,383,239,137,147,275,442,366,382,393,343,172,33,391,306,522,316
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
344,295,423,60,6,398,416,474,420,26,39,121,100,110,279,187,165,455,45,390
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
338,280,401,50,5,350,399,412,383,96,18,96,21,172,376,135,156,421,42,412
4,250,179,71,392,235,133,162,269,360,362,380,396,336,176,45,361,320,373,329
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
139,229,164,82,357,130,109,139,260,458,335,431,366,333,165,28,356,347,398,39
301,275,377,46,29,333,392,381,382,83,95,87,32,185,382,133,230,432,36,409
290,346,446,2,46,402,420,473,410,20,41,123,20,92,271,152,176,463,65,446
302,264,385,44,27,323,395,379,376,86,105,100,28,183,378,128,231,429,29,408
117,160,278,332,424,163,92,94,56,274,426,319,316,450,102,373,441,166,448,44
277,355,426,11,59,363,377,466,403,37,88,171,37,121,247,179,213,434,74,432
289,347,387,3,45,403,381,405,410,18,42,122,19,92,270,153,175,464,64,445
26,219,205,313,412,89,38,13,215,425,384,393,348,357,136,7,345,299,365,69
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
361,260,515,509,86,457,465,394,344,264,65,152,66,247,343,346,35,35,13,279
301,275,377,46,29,333,392,381,381,83,95,87,32,185,382,133,229,432,35,409
228,94,245,263,336,426,170,210,171,174,315,452,417,536,16,306,121,114,268,172
305,298,439,143,68,369,442,460,402,53,82,109,116,132,241,192,192,451,88,358
229,91,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
332,272,396,49,13,340,402,415,371,97,1,98,23,139,375,126,158,425,41,381
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
356,257,515,506,85,223,467,440,342,263,316,150,67,254,341,348,119,226,14,281
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
290,346,446,2,46,402,420,473,410,19,41,123,18,92,271,152,176,463,65,446
226,99,248,497,316,221,471,208,353,332,306,153,70,252,20,354,115,224,516,283
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
358,261,515,501,312,459,461,396,346,266,64,151,211,245,339,350,30,38,12,279
332,274,396,49,13,341,402,415,371,98,1,98,24,174,375,127,159,423,41,405
25,218,206,314,411,88,39,12,214,426,385,392,349,358,137,6,344,300,364,68
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
5,249,178,73,390,233,134,161,222,359,364,379,395,339,174,0,358,321,371,331
305,298,439,143,68,369,442,460,402,53,82,109,116,132,241,192,192,451,88,358
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
224,97,251,494,338,216,171,155,282,339,312,454,52,541,14,303,110,219,512,169
1,83,184,81,386,240,136,141,274,440,372,375,392,342,181,36,392,303,523,317
259,359,450,1,62,357,368,462,407,77,91,181,123,124,252,172,209,440,57,429
302,265,384,44,27,322,395,379,375,86,105,101,28,183,377,128,232,429,29,408
304,298,439,142,68,369,442,460,402,54,82,108,115,131,241,192,191,451,88,358
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
297,320,406,37,75,364,451,455,426,50,73,139,110,116,234,183,198,442,72,395
5,249,178,73,390,233,134,161,222,359,364,379,395,339,174,0,358,321,371,331
262,349,376,17,26,334,375,375,396,68,93,160,36,150,232,147,241,417,52,424
301,275,377,46,29,333,392,381,381,84,95,87,32,185,382,133,229,432,35,409
306,302,437,32,66,365,448,459,428,51,84,112,118,129,236,190,196,445,91,361
229,93,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
309,301,441,141,67,370,441,449,400,55,81,106,120,126,380,191,193,449,87,356
124,223,145,112,343,125,117,127,76,470,340,411,359,86,156,78,373,346,396,18
304,298,439,142,68,369,442,460,402,54,82,108,115,131,241,192,191,451,88,358
229,91,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
306,302,437,32,66,365,448,459,428,51,84,112,118,129,238,190,196,445,91,361
229,91,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
5,251,179,72,389,234,132,163,281,361,361,379,397,338,177,47,360,322,370,330
19,216,200,315,407,86,40,15,213,428,383,391,346,365,134,8,349,294,361,79
275,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
340,290,431,57,4,396,398,414,413,32,36,115,103,135,272,194,180,453,97,384
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
340,290,431,57,4,396,398,414,413,32,36,115,102,135,272,194,180,453,97,384
18,212,212,323,408,96,43,8,206,421,382,389,339,370,201,18,383,288,387,76
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
276,358,449,0,61,356,366,461,406,34,77,180,113,134,243,177,206,439,56,428
6,253,182,77,367,107,123,166,268,346,368,370,391,341,184,39,362,309,367,323
332,274,396,49,13,341,402,415,371,98,1,98,24,139,375,127,159,425,41,405
354,258,514,507,84,224,466,439,341,262,319,152,68,254,342,347,117,225,16,280
268,353,370,14,25,337,370,376,394,74,94,168,30,151,225,138,239,414,50,421
274,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,150,420,48,448
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
300,275,377,46,29,333,392,381,381,83,95,87,31,185,382,134,230,432,36,409
297,320,406,34,75,364,451,455,426,50,74,139,110,116,235,183,198,442,72,395
301,275,377,46,29,333,392,381,382,83,95,87,31,185,382,133,229,432,35,409
362,256,514,500,313,456,462,397,345,261,308,150,73,253,18,352,32,37,15,282
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
28,365,196,122,399,106,36,21,234,455,390,403,357,71,141,48,341,295,382,83
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
268,353,370,14,25,337,370,376,394,74,94,168,30,151,225,138,239,414,50,421
337,294,429,59,49,401,418,471,415,30,33,117,79,137,266,195,167,458,95,383
492,443,510,216,194,453,308,335,179,258,63,213,213,220,504,334,37,32,248,244
229,93,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
327,317,410,29,73,376,443,453,424,46,75,140,109,118,240,183,200,452,85,363
332,274,396,49,13,341,402,415,371,98,1,98,24,174,375,127,159,423,41,405
269,352,370,14,25,337,370,376,394,74,94,168,30,151,226,138,239,414,50,421
262,349,375,16,26,334,376,375,396,67,92,159,36,150,233,147,240,416,52,424
36,328,452,102,79,227,474,436,219,450,59,361,63,77,199,69,219,324,21,338
229,93,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
270,332,388,25,18,343,382,411,386,94,3,164,25,96,222,132,148,424,60,447
492,443,510,216,194,453,308,335,179,258,63,213,213,220,504,334,37,32,245,244
356,257,515,506,85,223,467,440,342,263,316,150,67,254,341,348,119,226,14,281
326,318,411,31,71,377,439,450,422,45,72,132,108,114,361,181,203,448,86,394
19,216,200,315,407,86,40,15,213,428,383,391,346,365,134,8,349,294,361,79
354,258,514,507,84,224,466,439,341,262,319,152,68,254,342,347,117,225,16,280
5,249,178,73,390,233,134,161,222,359,364,379,395,339,174,0,358,321,371,331
357,100,129,503,317,220,471,441,351,337,317,155,72,250,211,105,118,227,520,285
