,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,Class
6444,0.59,0.94,0.08,1.0,0.17,0.65,0.9,0.36,0.76,0.0,0.0,0.1,0.48,0.46,1.0,0.83,8
6445,0.61,1.0,0.0,0.84,0.51,0.6,1.0,0.33,0.72,0.0,0.16,0.17,0.41,0.53,0.87,0.84,8
6446,0.61,0.83,0.19,1.0,0.03,0.62,0.15,0.21,0.0,0.0,0.0,0.4,0.47,0.62,1.0,0.79,8
6447,0.62,0.76,0.23,1.0,0.0,0.67,0.67,0.35,0.89,0.0,0.22,0.22,0.56,0.6,1.0,0.96,8
6448,0.62,0.99,0.0,0.92,0.32,0.5,1.0,0.24,0.67,0.0,0.01,0.19,0.38,0.64,0.48,1.0,8
6449,0.64,0.89,0.66,0.58,0.74,0.08,0.0,0.0,0.2,0.41,0.92,0.64,1.0,1.0,0.24,0.95,8
6450,0.65,0.67,0.72,1.0,0.01,0.75,0.32,0.37,0.61,0.0,0.0,0.04,0.32,0.44,1.0,0.74,8
6451,0.65,0.98,0.41,0.74,1.0,1.0,0.32,0.85,0.1,0.6,0.0,0.0,0.73,0.12,0.33,0.62,8
6452,0.66,0.94,0.0,0.92,0.38,0.48,0.9,0.05,0.11,0.0,0.36,0.45,1.0,0.84,0.18,1.0,8
6453,0.67,0.73,0.41,1.0,0.16,0.67,0.73,0.34,0.78,0.0,0.0,0.1,0.35,0.47,1.0,0.77,8
6454,0.67,0.99,0.62,0.62,0.97,0.13,0.0,0.0,0.07,0.34,1.0,0.59,1.0,1.0,0.1,0.93,8
6455,0.68,0.89,0.0,1.0,0.38,0.59,0.98,0.23,0.8,0.0,0.39,0.35,1.0,0.69,0.75,0.92,8
6456,0.69,0.9,0.33,0.61,0.75,0.16,0.12,0.0,0.0,0.38,0.77,0.59,1.0,1.0,0.2,0.95,8
6457,0.07,1.0,0.15,0.64,0.28,0.27,0.0,0.0,0.07,0.34,0.67,0.63,1.0,0.94,0.2,0.91,8
6458,0.72,1.0,0.02,0.77,0.59,0.36,1.0,0.0,0.0,0.07,0.31,0.52,1.0,0.92,0.22,0.91,8
6459,0.73,0.64,0.54,1.0,0.0,0.75,0.6,0.4,0.91,0.0,0.13,0.13,0.46,0.55,1.0,0.87,8
6460,0.73,0.96,0.5,0.7,0.38,0.24,0.0,0.0,0.29,0.41,0.7,0.77,1.0,1.0,0.46,0.78,8
6461,0.74,0.74,0.62,1.0,0.1,0.76,0.36,0.39,0.62,0.02,0.0,0.0,0.24,0.3,1.0,0.5,8
6462,0.75,0.92,0.23,0.83,0.58,0.39,0.77,0.0,0.0,0.13,0.42,0.51,1.0,0.86,0.32,1.0,8
6463,0.76,0.67,0.75,1.0,0.0,0.77,0.49,0.4,0.83,0.0,0.05,0.12,0.36,0.52,1.0,0.87,8
6464,0.76,0.87,0.38,1.0,0.45,0.64,0.51,0.23,0.15,0.0,0.0,0.25,0.51,0.42,1.0,0.62,8
6465,0.77,0.81,0.14,1.0,0.23,0.66,0.79,0.34,0.67,0.0,0.0,0.14,0.47,0.48,1.0,0.8,8
6466,0.77,0.97,0.13,0.85,0.62,0.41,1.0,0.0,0.24,0.11,0.48,0.63,0.72,1.0,0.0,0.76,8
6467,0.78,0.82,0.26,1.0,0.0,0.69,0.77,0.36,0.66,0.0,0.07,0.24,0.7,0.62,1.0,0.95,8
6468,0.79,1.0,0.14,0.81,0.49,0.39,1.0,0.0,0.32,0.0,0.52,0.55,0.71,1.0,0.0,0.71,8
6469,0.79,0.98,0.0,0.87,0.39,0.48,0.95,0.13,0.28,0.0,0.46,0.4,1.0,0.77,0.58,1.0,8
6470,0.8,0.93,0.0,1.0,0.07,0.62,0.78,0.34,0.64,0.0,0.0,0.2,0.56,0.56,1.0,0.9,8
6471,0.82,1.0,0.08,0.92,0.45,0.6,1.0,0.29,0.52,0.0,0.0,0.24,0.21,0.61,0.53,0.98,8
6472,0.82,0.86,0.0,0.67,0.38,0.29,0.96,0.0,0.25,0.2,0.65,0.61,1.0,1.0,0.18,0.73,8
6473,0.83,0.74,0.74,1.0,0.42,0.73,0.51,0.36,0.46,0.0,0.0,0.12,0.35,0.41,1.0,0.54,8
6474,0.84,0.74,0.74,1.0,0.32,0.74,0.58,0.34,0.49,0.0,0.0,0.08,0.48,0.37,1.0,0.62,8
6475,0.85,0.81,0.44,1.0,0.28,0.68,0.68,0.34,0.68,0.0,0.0,0.09,0.5,0.4,1.0,0.72,8
6476,0.08,0.67,0.51,0.37,0.22,0.0,0.09,0.24,0.53,0.58,1.0,0.92,0.59,1.0,0.0,0.74,8
6477,0.87,1.0,0.31,0.76,1.0,0.91,0.38,0.8,0.22,0.62,0.0,0.0,0.73,0.09,0.33,0.64,8
6478,0.87,0.8,0.54,1.0,0.24,0.68,0.61,0.34,0.37,0.0,0.0,0.19,0.52,0.48,1.0,0.8,8
6479,0.88,0.9,0.18,1.0,0.17,0.66,0.79,0.33,0.49,0.0,0.0,0.28,0.41,0.67,1.0,0.98,8
6480,0.89,0.73,0.61,1.0,0.22,0.71,0.68,0.37,0.76,0.0,0.0,0.0,0.4,0.34,1.0,0.64,8
6481,0.9,0.78,0.57,1.0,0.0,0.72,0.65,0.37,0.73,0.0,0.03,0.23,0.43,0.64,1.0,0.84,8
6482,0.91,0.9,0.59,0.64,0.5,0.16,0.0,0.0,0.21,0.44,0.94,0.73,1.0,1.0,0.11,0.92,8
6483,0.93,0.77,0.47,1.0,0.08,0.68,0.7,0.33,0.74,0.0,0.0,0.2,0.52,0.57,1.0,0.92,8
6484,0.94,0.91,0.32,0.81,1.0,0.44,0.91,0.0,0.08,0.18,0.45,0.6,0.98,1.0,0.0,1.0,8
6485,0.96,0.86,0.33,1.0,0.31,0.66,1.0,0.32,0.66,0.0,0.0,0.27,0.72,0.6,0.78,0.98,8
6486,0.97,0.91,0.33,0.93,0.55,0.46,0.54,0.0,0.0,0.1,0.49,0.49,1.0,0.87,0.3,1.0,8
6487,0.98,0.87,0.44,1.0,0.2,0.7,0.26,0.31,0.0,0.0,0.0,0.32,0.44,0.58,1.0,0.7,8
6488,0.0,0.0,0.32,0.13,0.77,0.36,1.0,0.65,0.92,0.94,0.32,1.0,0.07,0.75,0.66,0.63,9
6489,0.0,0.0,0.41,0.16,0.77,0.37,1.0,0.65,1.0,0.96,0.6,1.0,0.54,0.71,0.87,0.48,9
6490,0.0,0.59,0.77,0.74,1.0,1.0,0.17,0.93,0.07,0.71,0.82,0.68,0.45,0.35,0.2,0.0,9
6491,0.0,0.74,0.82,0.79,1.0,1.0,0.19,0.92,0.07,0.73,0.88,0.77,0.54,0.39,0.18,0.0,9
6492,0.0,0.78,0.19,0.95,0.58,1.0,0.92,0.89,1.0,0.67,0.92,0.44,0.81,0.21,0.67,0.0,9
6493,0.0,0.89,0.21,0.72,0.62,0.94,0.11,1.0,0.57,0.73,1.0,0.45,0.74,0.13,0.09,0.0,9
6494,1.0,1.0,0.47,0.97,0.43,0.75,0.91,0.9,0.92,0.67,0.92,0.24,0.51,0.0,0.0,0.09,9
6495,1.0,1.0,0.55,0.91,0.79,0.72,0.94,0.93,0.86,0.66,0.8,0.35,0.48,0.11,0.0,0.0,9
6496,1.0,1.0,0.64,0.96,0.55,0.68,0.88,0.92,0.86,0.66,0.76,0.28,0.42,0.01,0.0,0.0,9
6497,1.0,0.64,0.91,1.0,0.4,0.82,0.8,0.61,0.97,0.76,0.99,0.31,0.61,0.0,0.0,0.02,9
6498,1.0,0.67,0.76,1.0,0.27,0.83,0.54,0.61,0.86,0.71,0.95,0.29,0.55,0.02,0.0,0.0,9
6499,1.0,0.7,0.49,0.55,0.15,0.73,0.53,1.0,0.93,0.85,0.8,0.46,0.48,0.14,0.0,0.0,9
6500,1.0,0.74,0.46,0.65,0.0,0.78,0.36,1.0,0.78,0.88,0.8,0.58,0.78,0.28,0.88,0.0,9
6501,1.0,0.76,0.41,0.59,0.25,0.82,0.8,1.0,0.89,0.64,0.9,0.27,0.59,0.0,0.0,0.16,9
6502,1.0,0.78,0.67,1.0,0.25,0.78,0.64,0.67,0.94,0.66,0.93,0.26,0.54,0.0,0.0,0.01,9
6503,1.0,0.79,0.84,1.0,0.45,0.87,0.95,0.95,0.99,0.72,0.67,0.4,0.33,0.1,0.0,0.0,9
6504,1.0,0.8,0.66,0.55,0.22,0.67,0.55,1.0,1.0,0.8,0.94,0.4,0.59,0.05,0.0,0.0,9
6505,1.0,0.82,0.76,1.0,0.57,0.78,0.99,0.87,0.92,0.68,0.67,0.4,0.38,0.14,0.0,0.0,9
6506,1.0,0.85,0.57,1.0,0.23,0.65,0.82,0.63,0.97,0.78,0.96,0.37,0.64,0.0,0.0,0.07,9
6507,1.0,0.85,0.58,1.0,0.1,0.97,0.28,0.76,0.77,0.73,0.54,0.53,0.21,0.28,0.0,0.0,9
6508,1.0,0.88,0.47,1.0,0.23,0.66,0.8,0.66,0.91,0.78,0.93,0.36,0.62,0.0,0.0,0.03,9
6509,1.0,0.9,0.53,1.0,0.37,0.61,0.91,0.65,0.99,0.84,0.97,0.41,0.62,0.07,0.0,0.0,9
6510,1.0,0.91,0.53,1.0,0.48,0.69,0.93,0.88,0.93,0.65,0.87,0.24,0.49,0.0,0.0,0.14,9
6511,1.0,0.93,0.51,1.0,0.21,0.6,0.75,0.61,0.94,0.95,0.91,0.46,0.56,0.06,0.0,0.0,9
6512,1.0,0.94,0.6,1.0,0.47,0.61,0.94,0.67,0.95,0.52,0.99,0.08,0.5,0.0,0.0,0.02,9
6513,0.12,0.74,0.66,0.73,1.0,1.0,0.39,0.96,0.0,0.68,0.62,0.7,0.49,0.4,0.27,0.0,9
6514,0.13,0.8,0.53,0.71,1.0,1.0,0.23,0.99,0.0,0.71,0.81,0.74,0.74,0.4,0.47,0.0,9
6515,0.18,0.8,0.62,0.65,0.61,1.0,0.36,0.92,0.84,0.69,1.0,0.28,0.53,0.07,0.0,0.0,9
6516,0.22,0.53,0.76,0.7,1.0,1.0,0.39,0.99,0.0,0.71,0.53,0.61,0.67,0.31,0.4,0.0,9
6517,0.25,0.55,0.74,0.63,0.65,1.0,0.01,0.75,0.25,0.43,1.0,0.66,0.49,0.34,0.0,0.0,9
6518,0.28,0.69,1.0,0.87,0.4,1.0,0.0,0.67,0.8,0.68,0.91,0.7,0.45,0.35,0.07,0.0,9
6519,0.29,1.0,0.49,0.61,0.97,0.83,0.41,0.95,0.73,0.51,1.0,0.39,0.6,0.0,0.0,0.18,9
6520,0.32,0.84,0.79,0.64,0.85,1.0,0.35,0.78,0.74,0.68,1.0,0.37,0.82,0.0,0.0,0.0,9
6521,0.34,0.67,0.98,0.74,1.0,1.0,0.32,0.9,0.0,0.63,0.69,0.65,0.85,0.41,0.64,0.0,9
6522,0.38,0.86,0.7,0.69,0.94,1.0,0.36,0.84,0.9,0.79,1.0,0.43,0.68,0.06,0.0,0.0,9
6523,0.4,0.99,0.0,0.99,0.23,0.73,0.53,1.0,0.77,0.68,1.0,0.3,0.59,0.05,0.03,0.0,9
6524,0.42,0.81,0.06,0.56,0.95,0.7,0.71,1.0,0.19,0.62,1.0,0.75,0.75,0.29,0.0,0.0,9
6525,0.43,0.92,0.62,0.7,0.64,1.0,0.03,0.91,0.68,0.75,1.0,0.34,0.67,0.0,0.0,0.08,9
6526,0.44,0.56,0.99,0.74,1.0,1.0,0.3,0.8,0.0,0.49,0.74,0.64,0.62,0.39,0.36,0.0,9
6527,0.45,0.86,0.32,0.66,0.93,0.87,0.12,1.0,0.8,0.79,1.0,0.46,0.88,0.13,0.0,0.0,9
6528,0.46,0.71,0.84,0.96,0.07,1.0,0.28,0.76,1.0,0.86,0.9,0.49,0.69,0.13,0.0,0.0,9
6529,0.48,0.52,1.0,0.77,0.45,1.0,0.04,0.7,0.63,0.53,0.81,0.53,0.62,0.12,0.0,0.0,9
6530,0.48,0.99,0.09,1.0,0.44,0.82,0.64,0.89,0.92,0.56,1.0,0.18,0.55,0.0,0.0,0.05,9
6531,0.49,0.94,0.01,0.98,0.44,0.81,0.59,1.0,0.92,0.64,1.0,0.2,0.55,0.0,0.0,0.08,9
6532,0.5,0.97,0.72,0.68,1.0,1.0,0.42,0.86,0.93,0.72,0.89,0.48,0.7,0.07,0.0,0.0,9
6533,0.52,0.86,0.27,1.0,0.0,0.73,0.56,0.73,1.0,0.85,0.87,0.48,0.58,0.14,0.05,0.0,9
6534,0.54,1.0,0.0,0.92,0.1,0.62,0.64,0.69,0.73,0.71,1.0,0.36,0.79,0.07,0.23,0.0,9
6535,0.56,0.68,1.0,0.95,0.46,1.0,0.0,0.74,0.48,0.7,0.99,0.62,0.74,0.3,0.4,0.0,9
6536,0.56,0.91,0.35,0.57,1.0,0.97,0.23,1.0,0.5,0.58,0.99,0.88,0.75,0.32,0.0,0.0,9
6537,0.58,0.81,0.49,0.74,0.85,0.95,0.38,1.0,0.88,0.73,1.0,0.35,0.67,0.0,0.0,0.0,9
6538,0.6,0.63,1.0,0.84,0.55,1.0,0.0,0.78,0.4,0.68,0.98,0.6,0.73,0.28,0.32,0.0,9
6539,0.6,0.98,0.34,0.56,0.99,0.66,0.74,1.0,0.58,0.65,1.0,0.58,0.66,0.0,0.0,0.08,9
6540,0.62,0.56,1.0,0.83,0.52,1.0,0.0,0.77,0.66,0.78,0.93,0.57,0.65,0.28,0.33,0.0,9
6541,0.62,0.99,0.19,1.0,0.55,0.82,0.71,0.98,0.99,0.58,1.0,0.14,0.49,0.0,0.0,0.2,9
6542,0.64,0.93,0.0,0.67,0.97,0.67,0.89,1.0,0.14,0.7,1.0,0.68,0.96,0.36,0.28,0.0,9
6543,0.65,1.0,0.07,0.99,0.0,0.69,0.62,0.73,0.77,0.72,1.0,0.35,0.63,0.08,0.02,0.0,9
6544,0.66,0.76,0.78,0.49,1.0,0.88,0.5,1.0,0.7,0.66,0.86,0.45,0.6,0.0,0.0,0.06,9
6545,0.67,0.89,0.25,1.0,0.33,0.75,0.51,0.94,0.85,0.64,1.0,0.23,0.56,0.0,0.0,0.1,9
6546,0.69,0.45,1.0,0.75,0.66,1.0,0.09,0.82,0.0,0.48,0.65,0.53,0.98,0.38,0.87,0.0,9
6547,0.69,0.9,0.33,1.0,0.63,0.76,0.7,0.98,1.0,0.61,0.98,0.16,0.51,0.0,0.0,0.1,9
6548,0.69,0.99,0.25,1.0,0.34,0.72,0.84,0.91,0.84,0.68,1.0,0.22,0.57,0.0,0.0,0.12,9
6549,0.7,1.0,0.35,0.59,0.96,0.65,0.56,0.93,0.67,0.71,1.0,0.53,0.66,0.03,0.0,0.0,9
6550,0.7,0.91,0.88,0.79,0.74,1.0,0.77,0.79,1.0,0.51,0.93,0.13,0.43,0.0,0.0,0.19,9
6551,0.71,0.93,0.85,0.82,0.65,1.0,0.79,0.77,1.0,0.48,0.79,0.18,0.4,0.04,0.0,0.0,9
6552,0.72,0.87,0.29,1.0,0.0,0.67,0.5,0.56,0.92,0.79,1.0,0.45,0.98,0.06,0.45,0.0,9
6553,0.74,1.0,0.1,0.93,0.15,0.69,0.77,0.8,0.78,0.66,1.0,0.3,0.66,0.04,0.0,0.0,9
6554,0.74,0.87,0.31,1.0,0.0,0.69,0.62,0.64,1.0,0.79,1.0,0.38,0.84,0.0,0.18,0.01,9
6555,0.75,1.0,0.78,0.82,0.87,0.97,0.57,0.84,1.0,0.64,0.91,0.33,0.53,0.1,0.0,0.0,9
6556,0.76,0.73,0.8,1.0,0.53,0.84,1.0,0.87,0.92,0.55,0.77,0.22,0.43,0.0,0.0,0.16,9
6557,0.77,1.0,0.37,0.95,0.63,0.78,0.98,0.95,1.0,0.56,0.86,0.19,0.46,0.0,0.0,0.01,9
6558,0.07,0.72,0.77,0.75,0.76,1.0,0.0,0.81,0.18,0.61,1.0,0.74,0.69,0.4,0.5,0.0,9
6559,0.78,0.64,0.54,0.53,0.23,0.76,0.66,1.0,1.0,0.72,0.87,0.31,0.49,0.0,0.0,0.06,9
6560,0.78,0.88,0.04,1.0,0.0,0.73,0.86,0.85,1.0,0.91,0.76,0.61,0.58,0.3,0.64,0.0,9
6561,0.79,0.89,0.57,1.0,0.65,0.89,1.0,0.91,0.83,0.62,0.59,0.36,0.32,0.13,0.0,0.0,9
6562,0.8,1.0,0.32,0.85,0.63,0.72,0.61,0.81,0.86,0.48,1.0,0.16,0.53,0.0,0.0,0.05,9
6563,0.8,0.7,0.95,1.0,0.07,0.89,0.0,0.57,0.82,0.76,1.0,0.56,0.82,0.2,0.11,0.0,9
6564,0.08,1.0,0.25,0.75,0.84,0.99,0.0,1.0,0.2,0.83,1.0,0.81,0.6,0.39,0.13,0.0,9
6565,0.81,0.91,0.57,1.0,0.66,0.81,1.0,0.94,0.99,0.67,0.88,0.4,0.5,0.18,0.0,0.0,9
6566,0.81,0.99,0.44,1.0,0.43,0.78,0.93,0.94,1.0,0.62,0.98,0.24,0.58,0.0,0.0,0.05,9
6567,0.83,0.66,0.46,1.0,0.0,0.73,0.37,0.46,0.81,0.78,1.0,0.34,0.64,0.0,0.06,0.03,9
6568,0.83,0.86,0.44,1.0,0.0,0.74,0.58,0.67,1.0,0.94,0.89,0.63,0.77,0.31,0.75,0.0,9
6569,0.84,0.66,0.82,1.0,0.26,0.78,0.72,0.56,0.99,0.86,1.0,0.44,0.72,0.06,0.0,0.0,9
6570,0.84,0.93,0.26,1.0,0.0,0.71,0.64,0.64,1.0,0.9,0.89,0.64,0.79,0.31,0.78,0.0,9
6571,0.85,0.9,0.31,1.0,0.31,0.64,0.88,0.8,0.98,0.71,1.0,0.32,0.65,0.0,0.0,0.13,9
6572,0.86,0.8,0.28,0.73,0.34,1.0,0.77,0.82,0.91,0.49,1.0,0.16,0.6,0.0,0.0,0.11,9
6573,0.87,1.0,0.56,0.95,0.71,0.86,0.87,0.81,0.94,0.5,1.0,0.19,0.53,0.06,0.0,0.0,9
6574,0.87,0.86,0.46,1.0,0.17,0.7,0.75,0.75,1.0,0.8,0.94,0.39,0.58,0.06,0.0,0.0,9
6575,0.88,0.68,0.31,0.56,0.0,0.81,0.47,1.0,1.0,0.86,0.97,0.55,0.75,0.26,0.44,0.0,9
6576,0.88,0.82,0.55,1.0,0.0,0.81,0.38,0.61,1.0,0.76,0.94,0.56,0.75,0.26,0.63,0.0,9
6577,0.89,0.74,0.7,1.0,0.0,0.98,0.1,0.72,0.8,0.77,1.0,0.68,0.85,0.33,0.55,0.0,9
6578,0.9,1.0,0.54,1.0,0.55,0.76,0.94,0.97,0.97,0.61,1.0,0.23,0.57,0.0,0.0,0.02,9
6579,0.9,0.79,0.3,0.61,0.04,0.89,0.55,1.0,0.8,0.63,1.0,0.26,0.74,0.0,0.0,0.08,9
6580,0.9,0.88,0.31,1.0,0.31,0.62,0.9,0.76,0.97,0.79,1.0,0.33,0.59,0.0,0.0,0.23,9
6581,0.91,0.77,0.55,1.0,0.18,0.73,0.62,0.62,0.95,0.57,1.0,0.19,0.65,0.0,0.0,0.06,9
6582,0.92,0.69,0.36,0.74,0.0,0.87,0.52,1.0,0.98,0.86,1.0,0.56,0.79,0.28,0.58,0.0,9
6583,0.93,1.0,0.47,0.99,0.55,0.75,1.0,0.84,0.96,0.62,0.86,0.21,0.47,0.0,0.0,0.03,9
6584,0.93,0.69,0.79,1.0,0.18,0.84,0.57,0.6,0.94,0.73,1.0,0.34,0.7,0.01,0.0,0.0,9
6585,0.94,0.77,0.61,1.0,0.53,0.73,1.0,0.78,0.98,0.58,0.94,0.15,0.49,0.0,0.0,0.14,9
6586,0.95,0.68,0.75,1.0,0.43,0.74,0.84,0.66,1.0,0.52,0.87,0.12,0.39,0.0,0.0,0.21,9
6587,0.96,1.0,0.14,0.91,0.42,0.75,0.45,0.96,0.0,0.67,1.0,0.82,0.54,0.43,0.18,0.0,9
6588,0.96,0.75,0.82,1.0,0.55,0.79,0.96,0.86,1.0,0.56,0.89,0.18,0.48,0.0,0.0,0.02,9
6589,0.97,0.85,0.53,1.0,0.12,0.78,0.74,0.74,0.97,0.86,1.0,0.44,0.61,0.12,0.0,0.0,9
6590,0.97,0.88,0.41,1.0,0.31,0.59,0.98,0.67,1.0,0.91,0.97,0.46,0.75,0.02,0.0,0.0,9
6591,0.98,0.76,0.67,1.0,0.0,0.92,0.23,0.66,0.9,0.74,1.0,0.53,0.72,0.22,0.19,0.0,9
6592,0.99,0.74,0.62,1.0,0.23,0.75,0.6,0.53,0.95,0.58,1.0,0.11,0.49,0.01,0.0,0.0,9
6593,0.99,0.83,0.58,1.0,0.27,0.67,0.78,0.65,1.0,0.84,0.86,0.41,0.55,0.04,0.0,0.0,9
6594,0.0,0.47,0.05,0.25,0.52,0.0,0.93,0.3,1.0,0.75,0.62,1.0,0.3,0.63,0.42,0.22,0
6595,0.0,0.59,0.03,0.18,0.39,0.0,0.78,0.18,1.0,0.54,0.9,0.92,0.49,1.0,0.17,0.75,0
6596,0.0,0.82,0.0,0.42,0.17,0.06,0.68,0.0,1.0,0.31,0.96,0.69,0.64,1.0,0.17,0.93,0
6597,0.0,0.89,0.04,0.47,0.21,0.0,0.73,0.02,1.0,0.45,0.78,0.89,0.25,1.0,0.14,0.54,0
6598,1.0,0.53,0.95,0.92,0.46,1.0,0.11,0.69,0.0,0.26,0.34,0.0,0.76,0.25,0.88,0.62,0
6599,1.0,0.7,0.58,1.0,0.1,0.75,0.0,0.24,0.48,0.0,1.0,0.19,0.97,0.68,0.45,0.81,0
6600,0.11,0.45,0.17,0.06,0.55,0.0,0.88,0.25,1.0,0.61,0.79,0.94,0.38,1.0,0.0,0.84,0
6601,0.11,0.82,0.06,0.41,0.28,0.0,0.78,0.07,1.0,0.48,0.8,0.9,0.32,1.0,0.0,0.65,0
6602,0.11,0.83,0.0,0.38,0.21,0.0,0.71,0.01,1.0,0.37,0.87,0.8,0.41,1.0,0.05,0.71,0
6603,0.12,0.77,0.0,0.37,0.23,0.0,0.74,0.04,0.98,0.39,1.0,0.8,0.61,1.0,0.23,0.71,0
6604,0.13,1.0,0.0,0.62,0.12,0.21,0.53,0.0,0.94,0.19,1.0,0.6,0.75,0.96,0.32,0.97,0
6605,0.13,0.74,0.0,0.44,0.31,0.0,0.86,0.04,1.0,0.55,0.67,1.0,0.18,0.84,0.23,0.3,0
6606,0.13,0.99,0.0,0.59,0.1,0.17,0.62,0.0,1.0,0.3,0.87,0.72,0.41,1.0,0.0,0.75,0
6607,0.14,0.85,0.0,0.48,0.25,0.1,0.73,0.0,1.0,0.35,0.85,0.76,0.43,1.0,0.0,0.84,0
6608,0.15,0.73,0.0,0.34,0.3,0.0,0.81,0.01,1.0,0.38,0.87,0.78,0.44,1.0,0.16,0.68,0
6609,0.15,0.95,0.07,0.7,0.14,0.2,0.64,0.0,1.0,0.36,0.83,0.85,0.3,1.0,0.0,0.59,0
6610,0.01,0.63,0.03,0.27,0.37,0.0,0.79,0.18,1.0,0.54,0.89,0.9,0.41,1.0,0.0,0.8,0
6611,0.16,0.9,0.0,0.57,0.13,0.12,0.62,0.0,1.0,0.3,0.9,0.76,0.45,1.0,0.03,0.77,0
6612,0.17,0.56,0.0,0.27,0.35,0.0,0.74,0.05,1.0,0.47,0.76,0.95,0.37,1.0,0.02,0.76,0
6613,0.17,0.69,0.0,0.27,0.42,0.0,0.92,0.13,1.0,0.58,0.63,0.95,0.11,1.0,0.0,0.62,0
6614,0.17,0.96,0.0,0.45,0.26,0.0,0.73,0.01,1.0,0.48,0.88,1.0,0.44,0.99,0.23,0.52,0
6615,0.18,0.9,0.11,0.43,0.34,0.0,0.87,0.2,1.0,0.67,0.57,1.0,0.1,0.73,0.0,0.24,0
6616,0.01,0.9,0.0,0.54,0.2,0.16,0.68,0.0,1.0,0.31,0.99,0.71,0.61,1.0,0.26,0.75,0
6617,0.19,0.81,0.0,0.41,0.11,0.0,0.52,0.1,0.84,0.4,1.0,0.8,0.67,1.0,0.29,0.82,0
6618,0.19,0.82,0.02,0.66,0.0,0.23,0.33,0.0,0.78,0.14,1.0,0.5,0.77,0.86,0.33,1.0,0
6619,0.2,0.62,0.15,0.17,0.58,0.0,0.99,0.2,1.0,0.65,0.69,1.0,0.23,0.98,0.0,0.6,0
6620,0.2,0.88,0.0,0.52,0.14,0.14,0.63,0.0,0.97,0.31,1.0,0.71,0.64,1.0,0.16,0.84,0
6621,0.02,1.0,0.0,0.55,0.15,0.16,0.53,0.0,0.89,0.18,1.0,0.59,0.74,0.91,0.36,0.79,0
6622,0.21,0.74,0.04,0.74,0.02,0.19,0.63,0.0,1.0,0.49,0.71,1.0,0.1,0.73,0.0,0.2,0
6623,0.21,0.87,0.0,0.38,0.26,0.0,0.67,0.06,1.0,0.41,0.92,0.95,0.52,1.0,0.21,0.65,0
6624,0.22,0.98,0.02,0.66,0.0,0.17,0.43,0.0,0.85,0.26,1.0,0.73,0.61,1.0,0.12,0.86,0
6625,0.23,0.76,0.0,0.42,0.17,0.04,0.68,0.0,1.0,0.32,0.99,0.72,0.62,1.0,0.12,0.9,0
6626,0.23,0.85,0.0,0.49,0.02,0.11,0.52,0.0,0.91,0.3,1.0,0.67,0.7,1.0,0.14,0.96,0
6627,0.24,0.77,0.0,0.46,0.22,0.08,0.7,0.0,1.0,0.32,0.9,0.74,0.51,1.0,0.05,0.9,0
6628,0.24,0.91,0.0,0.55,0.22,0.03,0.71,0.0,1.0,0.48,0.82,1.0,0.37,0.76,0.01,0.33,0
6629,0.25,1.0,0.02,0.74,0.05,0.23,0.51,0.0,1.0,0.2,0.98,0.71,0.55,0.99,0.0,0.96,0
6630,0.25,0.84,0.0,0.62,0.08,0.17,0.52,0.0,0.92,0.26,1.0,0.69,0.66,1.0,0.2,0.88,0
6631,0.25,0.93,0.0,0.55,0.22,0.0,0.76,0.05,1.0,0.59,0.61,1.0,0.15,0.67,0.11,0.07,0
6632,0.26,0.66,0.13,0.37,0.32,0.0,0.8,0.05,1.0,0.42,0.82,0.81,0.38,1.0,0.0,0.76,0
6633,0.26,0.68,0.0,0.32,0.32,0.0,0.77,0.01,1.0,0.41,0.79,0.87,0.36,1.0,0.06,0.65,0
6634,0.26,0.91,0.0,0.8,0.02,0.34,0.33,0.0,0.8,0.08,1.0,0.5,0.82,0.92,0.38,1.0,0
6635,0.27,1.0,0.0,0.58,0.12,0.05,0.62,0.0,1.0,0.39,0.97,0.91,0.48,0.97,0.18,0.53,0
6636,0.27,0.76,0.01,0.42,0.16,0.0,0.7,0.03,1.0,0.4,0.92,0.84,0.44,1.0,0.0,0.73,0
6637,0.27,0.88,0.09,0.62,0.0,0.18,0.42,0.0,0.83,0.3,1.0,0.73,0.69,1.0,0.19,0.81,0
6638,0.27,0.96,0.0,0.59,0.01,0.1,0.38,0.0,0.75,0.2,1.0,0.59,0.75,0.97,0.36,1.0,0
6639,0.29,1.0,0.0,0.61,0.08,0.14,0.59,0.0,1.0,0.33,0.97,0.8,0.48,0.91,0.18,0.53,0
6640,0.29,1.0,0.18,0.58,0.29,0.13,0.78,0.0,1.0,0.38,0.82,0.81,0.36,0.98,0.0,0.65,0
6641,0.29,0.97,0.0,0.57,0.22,0.1,0.68,0.0,1.0,0.4,0.83,0.9,0.37,1.0,0.12,0.57,0
6642,0.3,0.81,0.02,0.67,0.0,0.25,0.33,0.0,0.74,0.26,1.0,0.63,0.88,1.0,0.37,0.89,0
6643,0.3,0.96,0.05,0.58,0.0,0.16,0.38,0.0,0.8,0.17,1.0,0.56,0.8,0.93,0.36,1.0,0
6644,0.31,1.0,0.0,0.67,0.02,0.26,0.42,0.0,0.86,0.2,1.0,0.6,0.73,0.93,0.25,0.85,0
6645,0.31,0.89,0.0,0.55,0.14,0.12,0.64,0.0,1.0,0.29,0.94,0.72,0.53,1.0,0.03,0.91,0
